Code,Name,Description,Alternate Code,Label List,Enable Inventory,Unit Of Measure,Barcode,Manufacturer Code,Brand,Is Manual Order Approval Needed,Height,Width,Length,Weight,Is Archived,Internal Notes,External Notes,Tax Code,Cost Price,Sell Price Ex Tax,Sell Price Inc Tax,Minimum Stock Quantity,Override Sales GL Account Code,Override Purchase GL Account Code,Is Auto Archive When No Stock Enabled,Is Excluded From Order Consolidation,BoM Weight Calculated From Components,Photo Identifier
"PR43","Sennheiser HD 450SE Wireless Over-Ear Noise Cancelling Headphones","Sennheiser HD 450SE Wireless Over-Ear Noise Cancelling Headphones - Black
Condition: Brand New
Features:
- Superior sound quality with deep dynamic bass
- Noise cancellation
- 30-hour battery life

Specifications:
- Frequency response (Microphone) - 80 Hz to 6,000 Hz (-3 dB)
- Bluetooth Version - 5.0
- Frequency response - 18 Hz to 22,000 Hz (-10 dB)
- Sound pressure level (SPL) - 108 dB (1 kHz/0 dBFS)
- THD, total harmonic distortion - < 0.3 % (1 kHz, 100 dB)
- - Ear coupling - Around Ear
- Transducer principle - Dynamic, closed
- Charging time - Approx. 2 hours
- Operating time - 30 hours music playback via Bluetooth with ANC - activated
- Battery Specification - Built-in Lithium-Polymer rechargeable battery: 3.7 V, 600 mAh
- Transmission frequency - 2,402 MHz to 2,480 MHz
- Charging Current - 500 mA max.
- Charging voltage - 5 V, DC","SL063",,Y,Each,,,"Sennheiser",N,0.0000,0.0000,0.0000,0.0000,N,,,GST,0.00,260.86,299.99,0.0000,,,,,,landscape-1450186023-g-different-medicines-171626219.jpg;HSTSEN509280__2.jpg;HSTSEN509280__3.jpg
"PR44","Sony WH-1000XM4 Wireless Over-Ear Noise Cancelling Headphones","Features:
Speak to Chat
Wireless Freedom with Bluetooth Technology
Pair Two Bluetooth Devices at the Same Time
Voice Assistant
NFC
Ambient Sound Control

Specifications:
Colour - Silver
Power and Quick Charging - Up to 30 Hours Battery Life
Plug - Gold-plated L-shaped stereo mini plug
Headphone Type - Closed, dynamic
Frequency Response (HZ) - 4Hz-40,000Hz
Includes - Headphones
Carry Case
Cable","SL062",,Y,Each,,,"Sony",N,0.0000,0.0000,0.0000,0.0000,N,,,GST,0.00,451.30,519.00,0.0000,,,,,,1.png;3.png;2.png
"PR45","Sony WH-CH720N Wireless Over-Ear Noise Cancelling Headphones","Sony WH-CH720N Wireless Over-Ear Noise Cancelling Headphones
Condition: Brand New
Features:
- NOISE CANCELLING
- More natural ambient sound
- Adaptive Sound Control automatically adjusts to whatever you do

Specifications:
Microphone: Yes
Rated Battery Life: Up to 35 Hours
Noise Cancelling: Yes
Wireless Technology: Bluetooth
Interface: 3.5mm
IP Rating: Not Specified
Colour: Blue
Multipoint: Yes
Form Factor: Over Ear","SL065",,Y,Each,,,"Sony",N,0.0000,0.0000,0.0000,0.0000,N,,,GST,0.00,313.03,359.99,0.0000,,,,,,HSTSNY01722__1.jpg;HSTSNY01722__4.jpg;HSTSNY01722__5.jpg
"PR46","Sony WH-CH720N Wireless Over-Ear Noise Cancelling Headphones","Sony WH-CH720N Wireless Over-Ear Noise Cancelling Headphones
Condition: Brand New
Features:
- NOISE CANCELLING
- More natural ambient sound
- Adaptive Sound Control automatically adjusts to whatever you do

Specifications:
- Microphone: Yes
- Rated Battery Life: Up to 35 Hours
- Noise Cancelling: Yes
- Wireless Technology: Bluetooth
- Interface: 3.5mm
- IP Rating: Not Specified
- Colour: Black
- Multipoint: Yes
- Form Factor: Over Ear","SL064",,Y,Each,,,"Sony",N,0.0000,0.0000,0.0000,0.0000,N,,,GST,0.00,313.03,359.99,0.0000,,,,,,HSTSNY01720__3.jpg;HSTSNY01720__2.jpg;HSTSNY01720__4.jpg
"PR47","Sony WH-CH720N Wireless Over-Ear Noise Cancelling Headphones","Sony WH-CH720N Wireless Over-Ear Noise Cancelling Headphones
Condition: Brand New

Features:
- NOISE CANCELLING
- More natural ambient sound
- Adaptive Sound Control automatically adjusts to whatever you do

Specifications:
Microphone: Yes
Rated Battery Life: Up to 35 Hours
Noise Cancelling: Yes
Wireless Technology: Bluetooth
Interface: 3.5mm
IP Rating: Not Specified
Colour: White
Multipoint: Yes
Form Factor: Over Ear","SL066",,Y,Each,,,"Sony",N,0.0000,0.0000,0.0000,0.0000,N,,,GST,0.00,313.03,359.99,0.0000,,,,,,HSTSNY01721__4.jpg;HSTSNY01721__5.jpg;HSTSNY01721__1.jpg
"PR48","Edifier WH700NB Wireless Over-Ear Noise-Cancelling Headphones","Edifier WH700NB Wireless Over-Ear Noise-Cancelling Headphones
Condition: Brand New

Features:
Crystal-Clear Call Quality
Seamless Connectivity
Edifier Connect App

Specifications:
Microphone: Yes
Rated Battery Life: Up to 45 Hours
Noise Cancelling: Yes
Wireless Technology: Bluetooth
Interface: Bluetooth
IP Rating: Not Specified
Colour: Black
Multipoint: Yes
Form Factor: Over Ear","SL067",,Y,Each,,,"Edifier",N,0.0000,0.0000,0.0000,0.0000,N,,,GST,0.00,112.08,128.89,0.0000,,,,,,HSTEDI007000__1.jpg;HSTEDI007000__2.jpg;HSTEDI007000__3.jpg;HSTEDI007000__4.jpg
"PR49","JBL Free WFH Wired Over-Ear Black Headset","JBL Free WFH Wired Over-Ear Black Headset
Condition: Brand New

Features:
Detachable voice-focus, noise-canceling microphone
Compatible with universal chat apps
PC and mobile compatible

Specifications:
Microphone: Yes
Rated Battery Life: N/A
Noise Cancelling: No
Wireless Technology: N/A
Interface: 3.5mm
IP Rating: N/A
Colour: Black
Multipoint: N/A
Form Factor: Over Ear","SL068",,Y,Each,,,"JBL",N,0.0000,0.0000,0.0000,0.0000,N,,,GST,0.00,71.30,81.99,0.0000,,,,,,HSTEDI007000__2.jpg;HSTEDI007000__1.jpg;HSTEDI007000__3.jpg;HSTEDI007000__4.jpg
"PR50","JBL Free WFH Wireless Over-Ear Headset - Black","JBL Free WFH Wireless Over-Ear Headset - Black
Condition: Brand New

Features:
Lossless & low-lag 2.4GHz wireless
Detachable voice-focus, noise-canceling microphone
PC compatible

Specifications:
Microphone: Yes
Rated Battery Life: Up to 16 Hours
Noise Cancelling: No
Wireless Technology: RF
Interface: Wireless
IP Rating: Not Specified
Colour: Black
Multipoint: N/A
Form Factor: Over Ear","SL069",,Y,Each,,,"JBL",N,0.0000,0.0000,0.0000,0.0000,N,,,GST,0.00,165.21,189.99,0.0000,,,,,,HSTJBL780053__1.jpg;HSTJBL780053__2.jpg;HSTJBL780053__3.jpg
"PR51","Sony WH-1000XM5 Wireless Over-Ear Noise Cancelling Headphones","Sony WH-1000XM5 Wireless Over-Ear Noise Cancelling Headphones
Condition: Brand New

Features:
Industry-leading noise cancellation
Multi Noise Sensor technology
Incomparable noise cancelling
Specially designed 30mm driver unit


Specifications:
Microphone: Yes
Rated Battery Life: Up to 30 Hours
Noise Cancelling: Yes
Wireless Technology: Bluetooth
Interface: 3.5mm
IP Rating: N/A
Colour: Black
Multipoint: Yes
Form Factor: Over Ear","SL070",,Y,Each,,,"Sony",N,0.0000,0.0000,0.0000,0.0000,N,,,GST,0.00,503.48,579.00,0.0000,,,,,,HSTSNY010050__3.jpg;HSTSNY010050__1.jpg;HSTSNY010050__4.jpg;HSTSNY010050__5.jpg
"PR52","Sony WH-1000XM5 Wireless Over-Ear Noise Cancelling Headphones","Sony WH-1000XM5 Wireless Over-Ear Noise Cancelling Headphones - Silver
Condition: Brand New

Features:
Industry-leading noise cancellation
Multi Noise Sensor technology
Incomparable noise cancelling
Specially designed 30mm driver unit

Specifications:
Microphone: Yes
Rated Battery Life: Up to 30 Hours
Noise Cancelling: Yes
Wireless Technology: Bluetooth
Interface: 3.5mm
IP Rating: N/A
Colour: Silver
Multipoint: Yes
Form Factor: Over Ear","SL071",,Y,Each,,,"Sony",N,0.0000,0.0000,0.0000,0.0000,N,,,GST,0.00,503.48,579.00,0.0000,,,,,,HSTSNY010051__3.jpg;HSTSNY010051__1.jpg;HSTSNY010051__4.jpg;HSTSNY010051__5.jpg
"PR53","Apple AirPods Max Wireless Noise Cancelling Space Grey Headphones","Apple AirPods Max Wireless Noise Cancelling Space Grey Headphones
Condition: Brand New

Features:
One-tap setup
Seamless switching
Audio Sharing
On-head detection
Always-on Siri

Specifications:
Microphone: Yes
Rated Battery Life: Up to 20 Hours
Noise Cancelling: Yes
Wireless Technology: Bluetooth
Interface: Lightning
IP Rating: Not Specified
Colour: Grey
Multipoint: No
Form Factor: Over Ear","SL072",,Y,Each,,,"Apple",N,0.0000,0.0000,0.0000,0.0000,N,,,GST,0.00,956.51,"1,099.99",0.0000,,,,,,HSTAPP5083746__1.jpg;HSTAPP5083746__2.jpg;HSTAPP5083746__3.jpg
"PR54","Sony WH-CH520 Wireless On-Ear Black Headphones","Sony WH-CH520 Wireless On-Ear Black Headphones
Condition: Brand New

Features:
Multipoint connection
Designed for all-day comfort
Crystal clear calls

Specifications:
Microphone: Yes
Rated Battery Life: Up to 50 Hours
Noise Cancelling: No
Wireless Technology: Bluetooth
Interface: Wireless
IP Rating: Not Specified
Colour: Black
Multipoint: Yes
Form Factor: Over Ear","SL073",,Y,Each,,,"Sony",N,0.0000,0.0000,0.0000,0.0000,N,,,GST,0.00,104.34,119.99,0.0000,,,,,,HSTSNY05200__3.jpg;HSTSNY05200__1 (1).jpg;HSTSNY05200__2.jpg
"PR55","Sony WH-CH520 Wireless On-Ear Beige Headphones","Sony WH-CH520 Wireless On-Ear Headphones - Beige
Condition: Brand New

Features:
Multipoint connection
Designed for all-day comfort
Crystal clear calls

Specifications:
Microphone: Yes
Rated Battery Life: Up to 50 Hours
Noise Cancelling: No
Wireless Technology: Bluetooth
Interface: Wireless
IP Rating: Not Specified
Colour: Beige
Multipoint: Yes
Form Factor: Over Ear","SL074",,Y,Each,,,"Sony",N,0.0000,0.0000,0.0000,0.0000,N,,,GST,0.00,104.34,119.99,0.0000,,,,,,HSTSNY05201__5.jpg;HSTSNY05201__1.jpg;HSTSNY05201__3.jpg
"PR56","Sony WH-CH520 Wireless On-Ear Blue Headphones","Sony WH-CH520 Wireless On-Ear Blue Headphones
Condition: Brand New

Features:
Multipoint connection
Designed for all-day comfort
Crystal clear calls

Specifications:
Microphone: Yes
Rated Battery Life: Up to 50 Hours
Noise Cancelling: No
Wireless Technology: Bluetooth
Interface: Wireless
IP Rating: Not Specified
Colour: Blue
Multipoint: Yes
Form Factor: Over Ear","SL075",,Y,Each,,,"Sony",N,0.0000,0.0000,0.0000,0.0000,N,,,GST,0.00,104.34,119.99,0.0000,,,,,,HSTSNY05203__1.jpg;HSTSNY05203__5.jpg;HSTSNY05203__2.jpg;HSTSNY05203__4.jpg
"PR57","Sony WH-CH520 Wireless On-Ear White Headphones","Sony WH-CH520 Wireless On-Ear White Headphones
Condition: Brand New

Features:
Multipoint connection
Designed for all-day comfort
Crystal clear calls

Specifications:
Microphone: Yes
Rated Battery Life: Up to 50 Hours
Noise Cancelling: No
Wireless Technology: Bluetooth
Interface: Wireless
IP Rating: Not Specified
Colour: White
Multipoint: Yes
Form Factor: Over Ear","SL076",,Y,Each,,,"Sony",N,0.0000,0.0000,0.0000,0.0000,N,,,GST,0.00,104.34,119.99,0.0000,,,,,,HSTSNY05202__5.jpg;HSTSNY05202__1.jpg;HSTSNY05202__2.jpg;HSTSNY05202__3.jpg
"PR58","Skullcandy Crusher Evo Wireless Over-Ear Chill Grey Headphones","Skullcandy Crusher Evo Wireless Over-Ear Headphones - Chill Grey
Condition: Brand New

Features:
-Wireless via Bluetooth® 5
-Up to 40 Hours of Battery
-Rapid Charge: 10 Minutes = 4 Hours
-Call, Track and Volume Control
-USB-C Charging Cable

Specifications:
Microphone: Yes
Rated Battery Life: Up to 40 Hours
Noise Cancelling: No
Wireless Technology: Bluetooth
Interface: Wireless
IP Rating: Not Specified
Colour: Chill Grey
Multipoint: Not Specified
Form Factor: Over Ear","SL077",,Y,Each,,,"Skullcandy",N,0.0000,0.0000,0.0000,0.0000,N,,,GST,0.00,269.56,309.99,0.0000,,,,,,HSTSCD00701__1.jpg;HSTSCD00701__2.jpg;HSTSCD00701__3.jpg
"PR59","Sennheiser MOMENTUM 4 Wireless Premium Over-Ear Noise Cancelling Headphones","Sennheiser MOMENTUM 4 Wireless Premium Over-Ear Noise Cancelling Headphones
Condition: Brand New

Features:
Superior sound
Up to 60-hour battery life

Includes:
MOMENTUM 4 headphone
Carry case
USB-C charging cable
Audio cable 3.5mm and 2.5mm jacks
Airplane adapter

Specifications:
Microphone: Yes
Rated Battery Life: Up to 60 Hours
Noise Cancelling: Yes
Wireless Technology: Bluetooth & NFC
Interface: 2.5mm
IP Rating: Not Specified
Colour: Black
Multipoint: Yes
Form Factor: Over Ear","SL078",,Y,Each,,,"Sennheiser",N,0.0000,0.0000,0.0000,0.0000,N,,,GST,0.00,520.86,598.99,0.0000,,,,,,HSTSEN509266__12.jpg;HSTSEN509266__11.jpg;Sennheiser MOMENTUM 4 Wireless Premium Over-Ear Noise Cancelling Headphones - Black.jpg;HSTSEN509266__15.jpg
"PR60","Sennheiser MOMENTUM 4 Wireless Premium Over-Ear Noise Cancelling Headphones","Sennheiser MOMENTUM 4 Wireless Premium Over-Ear Noise Cancelling Headphones

Specifications:
Microphone: Yes
Rated Battery Life: Up to 60 Hours
Noise Cancelling: Yes
Wireless Technology: Bluetooth & NFC
Interface: 2.5mm
IP Rating: Not Specified
Colour: Black/Copper
Multipoint: Yes
Form Factor: Over Ear","SL079",,Y,Each,,,"Sennheiser",N,0.0000,0.0000,0.0000,0.0000,N,,,GST,0.00,591.30,679.99,0.0000,,,,,,HSTSEN700382__1.jpg;HSTSEN700382__2.jpg
"PR61","Sennheiser MOMENTUM 4 Wireless Premium Over-Ear Noise Cancelling Headphones","Condition: Brand New

Features:
Superior sound
Up to 60-hour battery life

Includes:
MOMENTUM 4 headphone
Carry case
USB-C charging cable
Audio cable 3.5mm and 2.5mm jacks
Airplane adapter

Specifications:
Microphone: Yes
Rated Battery Life: Up to 60 Hours
Noise Cancelling: Yes
Wireless Technology: Bluetooth & NFC
Interface: 2.5mm
IP Rating: Not Specified
Colour: White
Multipoint: Yes
Form Factor: Over Ear","SL080",,Y,Each,,,"Sennheiser",N,0.0000,0.0000,0.0000,0.0000,N,,,GST,0.00,520.86,598.99,0.0000,,,,,,HSTSEN509267__1.jpg;HSTSEN509267__6.jpg
"PR62","Shokz OpenMove Wireless Open-Ear Bone Conduction Headphones","Shokz OpenMove Wireless Open-Ear Bone Conduction Lifestyle / Sports Headphones - Grey
Condition: Brand New

Includes:
OpenMove Headphones
Carrying Bag
USB-C Charging Cable

Features:
IP55 Water Resistant
6-Hour Battery Life
Bluetooth 5.1

Specifications:
Microphone: Yes
Rated Battery Life: Up to 6 Hours
Noise Cancelling: No
Wireless Technology: Bluetooth
Interface: Bluetooth
IP Rating: IP55
Colour: Grey
Multipoint: Yes
Form Factor: Bone Conduction","SL081",,Y,Each,,,"Shokz",N,0.0000,0.0000,0.0000,0.0000,N,,,GST,0.00,146.96,169.00,0.0000,,,,,,HSTSHK06610__1.jpg;HSTSHK06610__4.jpg;HSTSHK06610__5.jpg
"PR64","Bose Black Noise Cancelling Headphones 700","Bose Black Noise Cancelling Headphones 700
Condition: Brand New

Includes:
- Bose Noise Cancelling Headphones 700
- Audio cable
- USB charging cable
- Carrying case
- Quick start guide

Features:
- Bluetooth
- Unrivaled microphone system
 -Controlable noise cancelling
- Intuitive touch controls
- Battery life up to 20 hours

Specifications:
- Microphone: Yes
- Rated Battery Life: Up to 20 Hours
- Noise Cancelling: Yes
- Wireless Technology: Bluetooth
- Interface: Wireless
- IP Rating: IPX4
- Colour: Black
- Multipoint: Yes
- Form Factor: Over Ear","SL083",,Y,Each,,,"Bose",N,0.0000,0.0000,0.0000,0.0000,N,,,GST,0.00,599.99,689.99,0.0000,,,,,,HSTBOS07000__7.jpg;HSTBOS07000__8.jpg;HSTBOS07000__9.jpg
"PR65","Bose QuietComfort QC45 Wireless Noise Cancelling Black Headphone","Bose QuietComfort QC45 Wireless Over-Ear Noise Cancelling Headphones - Black
Conditions: Brand New

Includes:
QuietComfort® 45 headphones
Carry case
12"" USB-C charging cable
3.5 mm to 2.5 mm audio cable

Features:
ICONIC QUIET. COMFORT. AND SOUND.
WORLD-CLASS NOISE CANCELLING
AWARE MODE - More music. And awareness.
HIGH-FIDELITY AUDIO
NOISE-REJECTING MIC SYSTEM

Specifications:
Microphone: Yes
Rated Battery Life: Up to 24 Hours
Noise Cancelling: Yes
Wireless Technology: Bluetooth
Interface: Wireless
IP Rating: Not Specified
Colour: Black
Multipoint: Yes
Form Factor: Over Ear","SL084",,Y,Each,,,"Bose",N,0.0000,0.0000,0.0000,0.0000,N,"Out of Stock",,GST,0.00,486.95,559.99,0.0000,,,N,N,,HSTBOS20450__3.jpg;h.jpg;HSTBOS20450__1.jpg
"PR66","Bose QuietComfort QC45 White Wireless Over-Ear Noise Cancelling Headphones","Condition: Brand New

Includes:
QuietComfort® 45 headphones
Carry case
12"" USB-C charging cable
3.5 mm to 2.5 mm audio cable

Features:
ICONIC QUIET. COMFORT. AND SOUND.
WORLD-CLASS NOISE CANCELLING
AWARE MODE - More music. And awareness.
HIGH-FIDELITY AUDIO
NOISE-REJECTING MIC SYSTEM

Specifications:
Microphone: Yes
Rated Battery Life: Up to 24 Hours
Noise Cancelling: Yes
Wireless Technology: Bluetooth
Interface: Wireless
IP Rating: Not Specified
Colour: White
Multipoint: Yes
Form Factor: Over Ear","SL085",,Y,Each,,,"Bose",N,0.0000,0.0000,0.0000,0.0000,N,,,GST,0.00,486.95,559.99,0.0000,,,,,,HSTBOS20451__1.jpg;HSTBOS20451__3.jpg;HSTBOS20451__4.jpg
"PR67","Panasonic RP-HT161 Wired Over-Ear Headphones - Black","Panasonic RP-HT161 Wired Over-Ear Headphones - Black
Condition: Brand New

Specifications:
Microphone: No
Rated Battery Life: N/A
Noise Cancelling: No
Wireless Technology: N/A
Interface: 3.5mm
IP Rating: N/A
Colour: Black
Multipoint: No
Form Factor: Over Ear","SL086",,Y,Each,,,"Panasonic",N,0.0000,0.0000,0.0000,0.0000,N,,,GST,0.00,33.90,38.99,0.0000,,,,,,HSTPAN0161__1.jpg;HSTPAN0161__4.jpg
"PR68","Sennheiser HD 599 Wired Over-Ear Ivory Headphones","Sennheiser HD 599 Wired Over-Ear Ivory Headphones 
Condition: Brand New
Includes: Headphone

Features:
Sennheiser HD 599, OPEN HIFI HEADPHONE
THE SENNHEISER HD 5 SERIES - THE BEST IN CLASS. REMASTERED.
AUDIOPHILE SOUND CLAD IN BEAUTY

Specifications:
Microphone: N/A
Rated Battery Life: N/A
Noise Cancelling: No
Wireless Technology: N/A
Interface: 3.5mm
IP Rating: N/A
Colour: Ivory
Multipoint: No
Form Factor: Over Ear","SL087",,Y,Each,,,"Sennheiser",N,0.0000,0.0000,0.0000,0.0000,N,,,GST,0.00,363.47,417.99,0.0000,,,,,,HSTSEN506831__1.jpg;HSTSEN506831__2.jpg;HSTSEN506831__6.jpg
